Fecha,Producto,Categoria,Sucursal,Cantidad,PrecioUnitario,CostoUnitario
2024-09-05,Microondas M,Electrohogar,La Serena,1,149216,99506
2024-09-05,Notebook B,Tecnología,Antofagasta,3,288219,212319
2024-09-05,Refrigerador Y,Electrohogar,Valparaíso,3,159928,113066
2024-09-05,Microondas M,Electrohogar,Valparaíso,3,147219,96872
2024-09-05,Silla Gamer,Muebles,Valparaíso,1,95889,71091
2024-09-05,Coche Bebé,Bebés,Concepción,1,46703,31445
2024-09-05,Bicicleta MTB,Deportes,Santiago,2,68292,43956
2024-09-05,Polera Básica,Ropa,La Serena,3,17350,13866
2024-09-05,Tablet X,Tecnología,Antofagasta,1,357661,252856
2024-09-05,Zapatillas Run,Deportes,Concepción,2,63289,46561
2024-09-05,Polera Básica,Ropa,Antofagasta,2,14082,9689
2024-09-06,Silla Comer,Bebés,Valparaíso,3,43224,27659
2024-09-06,Balón Fútbol,Deportes,La Serena,1,68461,52736
2024-09-06,Refrigerador Y,Electrohogar,Santiago,2,137289,108295
2024-09-06,Mesa Centro,Muebles,Antofagasta,1,98737,78909
2024-09-06,Silla Comer,Bebés,La Serena,2,40364,27984
2024-09-06,Notebook B,Tecnología,Antofagasta,1,354832,282340
2024-09-06,Chaqueta Invierno,Ropa,Santiago,1,16652,10682
2024-09-06,Microondas M,Electrohogar,Concepción,2,179163,110256
2024-09-06,Coche Bebé,Bebés,Concepción,1,50555,35048
2024-09-06,Microondas M,Electrohogar,Concepción,2,180110,125533
2024-09-06,Refrigerador Y,Electrohogar,Valparaíso,3,136544,84029
2024-09-06,Chaqueta Invierno,Ropa,La Serena,1,13641,9316
2024-09-07,Refrigerador Y,Electrohogar,Valparaíso,2,149344,89652
2024-09-07,Chaqueta Invierno,Ropa,La Serena,1,16791,12089
2024-09-07,Polera Básica,Ropa,Santiago,3,13676,8716
2024-09-07,Jeans Slim,Ropa,Antofagasta,3,17919,12774
2024-09-07,Polera Básica,Ropa,Antofagasta,1,15898,12573
2024-09-07,Mesa Centro,Muebles,Antofagasta,2,81971,53979
2024-09-07,Zapatillas Run,Deportes,Santiago,3,76262,47776
2024-09-07,Balón Fútbol,Deportes,Concepción,1,71577,45733
2024-09-07,Escritorio Pro,Muebles,Santiago,1,90369,66140
2024-09-07,Balón Fútbol,Deportes,Valparaíso,2,59046,41858
2024-09-07,Smartphone Z,Tecnología,Antofagasta,3,280264,197592
2024-09-08,Microondas M,Electrohogar,Concepción,1,146085,98613
2024-09-08,Notebook B,Tecnología,La Serena,2,307821,187888
2024-09-08,Zapatillas Run,Deportes,Antofagasta,3,67779,53784
2024-09-08,Bicicleta MTB,Deportes,Concepción,1,73834,52213
2024-09-08,Refrigerador Y,Electrohogar,La Serena,1,141389,105164
2024-09-08,Refrigerador Y,Electrohogar,Concepción,2,152174,100477
2024-09-08,Chaqueta Invierno,Ropa,Concepción,2,16861,11588
2024-09-08,Refrigerador Y,Electrohogar,Valparaíso,2,138774,93080
2024-09-08,Mesa Centro,Muebles,Antofagasta,3,97722,77940
2024-09-08,Escritorio Pro,Muebles,Concepción,2,103075,70425
2024-09-08,Silla Gamer,Muebles,Santiago,3,88888,56447
2024-09-08,Jeans Slim,Ropa,Santiago,1,15918,10088
2024-09-09,Silla Gamer,Muebles,La Serena,1,113138,89330
2024-09-09,Escritorio Pro,Muebles,La Serena,2,95447,66129
2024-09-09,Mesa Centro,Muebles,Santiago,2,86888,53262
2024-09-09,Lavadora L,Electrohogar,Concepción,2,181871,143397
2024-09-09,Balón Fútbol,Deportes,Concepción,2,62878,38995
2024-09-09,Mesa Centro,Muebles,Antofagasta,1,85544,67385
2024-09-09,Chaqueta Invierno,Ropa,Antofagasta,2,16884,11858
2024-09-09,Zapatillas Run,Deportes,Antofagasta,3,66455,44365
2024-09-09,Polera Básica,Ropa,Concepción,1,15316,10738
2024-09-09,Lavadora L,Electrohogar,Antofagasta,2,138740,98021
2024-09-09,Zapatillas Run,Deportes,Concepción,2,66919,42503
2024-09-09,Coche Bebé,Bebés,Santiago,1,47031,29476
2024-09-09,Jeans Slim,Ropa,Valparaíso,2,18920,11670
2024-09-09,Microondas M,Electrohogar,Concepción,1,188130,114348
2024-09-09,Balón Fútbol,Deportes,La Serena,3,69330,52534
2024-09-09,Chaqueta Invierno,Ropa,Santiago,3,16309,11764
2024-09-10,Microondas M,Electrohogar,Valparaíso,2,191821,151909
2024-09-10,Bicicleta MTB,Deportes,La Serena,1,60390,47454
2024-09-10,Pañales XL,Bebés,Santiago,2,49094,37481
2024-09-10,Refrigerador Y,Electrohogar,Antofagasta,1,155645,115003
2024-09-10,Refrigerador Y,Electrohogar,La Serena,2,167398,121548
2024-09-10,Jeans Slim,Ropa,Concepción,1,17511,10753
2024-09-10,Refrigerador Y,Electrohogar,Santiago,3,179945,111732
2024-09-10,Lavadora L,Electrohogar,Antofagasta,2,193662,149636
2024-09-11,Coche Bebé,Bebés,Antofagasta,3,44187,30723
2024-09-11,Notebook B,Tecnología,Concepción,1,332377,207023
2024-09-11,Balón Fútbol,Deportes,Concepción,2,72969,50879
2024-09-11,Balón Fútbol,Deportes,Antofagasta,3,56970,42637
2024-09-11,Bicicleta MTB,Deportes,Concepción,3,59795,47353
2024-09-11,Refrigerador Y,Electrohogar,Concepción,1,188905,121030
2024-09-11,Silla Gamer,Muebles,Valparaíso,2,96181,61722
2024-09-11,Zapatillas Run,Deportes,Santiago,2,71053,55947
2024-09-11,Bicicleta MTB,Deportes,Valparaíso,2,66428,42234
2024-09-11,Balón Fútbol,Deportes,Antofagasta,3,55127,33478
2024-09-12,Pañales XL,Bebés,Concepción,2,50594,32580
2024-09-12,Chaqueta Invierno,Ropa,Valparaíso,3,15093,9727
2024-09-12,Silla Gamer,Muebles,Antofagasta,1,87052,65414
2024-09-12,Lavadora L,Electrohogar,Antofagasta,1,194822,144034
2024-09-12,Escritorio Pro,Muebles,Valparaíso,3,116368,84258
2024-09-12,Notebook A,Tecnología,Santiago,2,339713,249494
2024-09-12,Bicicleta MTB,Deportes,Santiago,3,73448,46779
2024-09-12,Silla Comer,Bebés,Valparaíso,2,47349,30140
2024-09-12,Pañales XL,Bebés,Concepción,3,50391,31077
2024-09-12,Silla Gamer,Muebles,Concepción,2,106665,77102
2024-09-13,Balón Fútbol,Deportes,Concepción,2,59929,44196
2024-09-13,Smartphone Z,Tecnología,Santiago,3,369142,280081
2024-09-13,Lavadora L,Electrohogar,Antofagasta,1,191600,119209
2024-09-13,Silla Gamer,Muebles,La Serena,2,94926,74452
2024-09-13,Coche Bebé,Bebés,Santiago,2,36124,22194
2024-09-13,Tablet X,Tecnología,Santiago,3,314803,191162
2024-09-13,Silla Gamer,Muebles,Concepción,1,109815,71391
2024-09-14,Smartphone Z,Tecnología,Concepción,1,285784,213967
2024-09-14,Polera Básica,Ropa,Santiago,3,13741,9109
2024-09-14,Smartphone Z,Tecnología,La Serena,2,298711,189814
2024-09-14,Zapatillas Run,Deportes,Antofagasta,2,54245,39946
2024-09-14,Chaqueta Invierno,Ropa,Antofagasta,3,14762,10002
2024-09-14,Tablet X,Tecnología,La Serena,2,278409,176713
2024-09-14,Tablet X,Tecnología,Valparaíso,1,285339,182501
2024-09-14,Chaqueta Invierno,Ropa,Concepción,2,17048,11752
2024-09-14,Zapatillas Run,Deportes,Valparaíso,2,62813,46533
2024-09-14,Notebook A,Tecnología,Concepción,1,374184,229777
2024-09-14,Silla Comer,Bebés,Antofagasta,3,47628,33141
2024-09-15,Balón Fútbol,Deportes,Valparaíso,1,68032,54404
2024-09-15,Chaqueta Invierno,Ropa,La Serena,2,15212,9200
2024-09-15,Jeans Slim,Ropa,La Serena,3,13847,9546
2024-09-15,Mesa Centro,Muebles,Concepción,1,102842,62770
2024-09-15,Chaqueta Invierno,Ropa,La Serena,1,16132,12217
2024-09-15,Balón Fútbol,Deportes,Valparaíso,3,55010,33281
2024-09-15,Silla Comer,Bebés,Antofagasta,2,37759,28238
2024-09-15,Jeans Slim,Ropa,Antofagasta,3,15217,12163
2024-09-15,Smartphone Z,Tecnología,Concepción,1,348423,230975
2024-09-16,Escritorio Pro,Muebles,Concepción,3,93403,60587
2024-09-16,Bicicleta MTB,Deportes,La Serena,2,62455,38633
2024-09-16,Lavadora L,Electrohogar,Valparaíso,1,180289,108628
2024-09-16,Mesa Centro,Muebles,La Serena,1,92164,63118
2024-09-16,Silla Comer,Bebés,Antofagasta,1,46334,36624
2024-09-16,Escritorio Pro,Muebles,Concepción,2,116598,90041
2024-09-16,Microondas M,Electrohogar,Antofagasta,1,163921,111616
2024-09-16,Lavadora L,Electrohogar,La Serena,2,175769,112868
2024-09-17,Microondas M,Electrohogar,La Serena,3,142258,88833
2024-09-17,Balón Fútbol,Deportes,Valparaíso,3,62471,46045
2024-09-17,Silla Gamer,Muebles,Valparaíso,3,106840,77263
2024-09-17,Polera Básica,Ropa,Santiago,1,16298,12577
2024-09-17,Smartphone Z,Tecnología,Santiago,2,338101,210530
2024-09-17,Bicicleta MTB,Deportes,Valparaíso,2,74198,57749
2024-09-17,Balón Fútbol,Deportes,Valparaíso,1,63125,43401
2024-09-17,Jeans Slim,Ropa,Antofagasta,3,17146,13588
2024-09-17,Microondas M,Electrohogar,La Serena,1,140361,103983
2024-09-18,Microondas M,Electrohogar,La Serena,1,186358,118089
2024-09-18,Smartphone Z,Tecnología,La Serena,2,370468,266447
2024-09-18,Microondas M,Electrohogar,Antofagasta,2,158997,123917
2024-09-18,Polera Básica,Ropa,La Serena,1,17485,13730
2024-09-18,Tablet X,Tecnología,La Serena,2,375585,271633
2024-09-18,Silla Comer,Bebés,Concepción,3,47270,35922
2024-09-18,Coche Bebé,Bebés,Antofagasta,1,44101,29232
2024-09-18,Microondas M,Electrohogar,Antofagasta,3,144514,114148
2024-09-18,Smartphone Z,Tecnología,La Serena,3,313981,219410
2024-09-18,Coche Bebé,Bebés,Concepción,1,45201,27482
2024-09-18,Balón Fútbol,Deportes,Antofagasta,1,67237,43593
2024-09-18,Microondas M,Electrohogar,Santiago,1,160805,106987
2024-09-18,Polera Básica,Ropa,La Serena,2,16818,12991
2024-09-18,Refrigerador Y,Electrohogar,Concepción,1,152200,113694
2024-09-18,Pañales XL,Bebés,Valparaíso,1,37803,29762
2024-09-19,Notebook B,Tecnología,Valparaíso,1,347441,211944
2024-09-19,Balón Fútbol,Deportes,Antofagasta,3,59972,46345
2024-09-19,Refrigerador Y,Electrohogar,Santiago,1,150695,118957
2024-09-19,Silla Gamer,Muebles,La Serena,2,96959,69789
2024-09-19,Notebook B,Tecnología,Antofagasta,1,359145,228195
2024-09-19,Lavadora L,Electrohogar,Concepción,3,184341,125684
2024-09-19,Silla Gamer,Muebles,Valparaíso,1,91526,59265
2024-09-19,Zapatillas Run,Deportes,La Serena,3,74047,51792
2024-09-19,Silla Comer,Bebés,Santiago,3,43369,34684
2024-09-20,Zapatillas Run,Deportes,La Serena,3,77396,50820
2024-09-20,Silla Gamer,Muebles,La Serena,1,106737,71340
2024-09-20,Polera Básica,Ropa,La Serena,1,18336,11292
2024-09-20,Notebook B,Tecnología,Santiago,1,315773,214541
2024-09-20,Mesa Centro,Muebles,Santiago,3,101847,72616
2024-09-20,Silla Gamer,Muebles,Antofagasta,3,107497,69022
2024-09-20,Silla Comer,Bebés,Valparaíso,2,42602,29709
2024-09-20,Notebook B,Tecnología,Concepción,2,274205,169418
2024-09-20,Pañales XL,Bebés,Valparaíso,3,40766,29764
2024-09-20,Balón Fútbol,Deportes,La Serena,3,66087,51193
2024-09-21,Notebook B,Tecnología,Santiago,2,355630,255088
2024-09-21,Notebook A,Tecnología,Antofagasta,1,358369,230949
2024-09-21,Lavadora L,Electrohogar,Santiago,2,139045,103876
2024-09-21,Coche Bebé,Bebés,Santiago,2,49382,35221
2024-09-21,Refrigerador Y,Electrohogar,Concepción,3,194030,145738
2024-09-21,Chaqueta Invierno,Ropa,Concepción,1,15084,9677
2024-09-21,Jeans Slim,Ropa,Valparaíso,3,14956,9459
2024-09-21,Pañales XL,Bebés,Antofagasta,3,42903,31138
2024-09-21,Silla Gamer,Muebles,Antofagasta,1,84133,55785
2024-09-21,Chaqueta Invierno,Ropa,Concepción,2,16762,12806
2024-09-21,Refrigerador Y,Electrohogar,Santiago,2,194817,134277
2024-09-22,Pañales XL,Bebés,Concepción,2,40140,26760
2024-09-22,Jeans Slim,Ropa,Valparaíso,2,15868,10535
2024-09-22,Polera Básica,Ropa,Concepción,1,18228,12441
2024-09-22,Polera Básica,Ropa,Concepción,3,16003,10024
2024-09-22,Lavadora L,Electrohogar,La Serena,3,136483,92598
2024-09-22,Polera Básica,Ropa,Valparaíso,3,13977,9202
2024-09-22,Chaqueta Invierno,Ropa,Concepción,1,16129,12737
2024-09-22,Coche Bebé,Bebés,Antofagasta,1,41351,25919
2024-09-22,Microondas M,Electrohogar,Antofagasta,3,176767,134431
2024-09-22,Silla Comer,Bebés,Concepción,2,49173,32975
2024-09-22,Balón Fútbol,Deportes,Antofagasta,2,69781,46727
2024-09-22,Balón Fútbol,Deportes,Antofagasta,1,77738,56653
2024-09-23,Bicicleta MTB,Deportes,Valparaíso,3,66555,41547
2024-09-23,Pañales XL,Bebés,Concepción,1,41652,25940
2024-09-23,Smartphone Z,Tecnología,Concepción,1,272255,179222
2024-09-23,Coche Bebé,Bebés,Valparaíso,3,47552,34305
2024-09-23,Chaqueta Invierno,Ropa,Valparaíso,3,14330,11382
2024-09-23,Silla Comer,Bebés,Valparaíso,1,50403,39560
2024-09-23,Zapatillas Run,Deportes,Santiago,1,66479,45716
2024-09-23,Refrigerador Y,Electrohogar,La Serena,2,135081,101549
2024-09-24,Pañales XL,Bebés,Antofagasta,2,48784,36614
2024-09-24,Lavadora L,Electrohogar,Valparaíso,1,186528,125878
2024-09-24,Polera Básica,Ropa,Santiago,1,16694,13057
2024-09-24,Silla Gamer,Muebles,Santiago,3,81505,63457
2024-09-24,Mesa Centro,Muebles,Concepción,3,85935,66284
2024-09-24,Mesa Centro,Muebles,Santiago,1,110813,77822
2024-09-24,Microondas M,Electrohogar,Valparaíso,2,144195,100178
2024-09-24,Escritorio Pro,Muebles,Antofagasta,2,105341,80241
2024-09-24,Smartphone Z,Tecnología,Santiago,2,296912,196933
2024-09-24,Escritorio Pro,Muebles,Santiago,1,116393,74868
2024-09-24,Coche Bebé,Bebés,Valparaíso,1,42325,32724
2024-09-24,Jeans Slim,Ropa,Antofagasta,1,15389,11508
2024-09-25,Escritorio Pro,Muebles,Valparaíso,1,112808,69828
2024-09-25,Lavadora L,Electrohogar,Concepción,1,140010,96612
2024-09-25,Silla Comer,Bebés,Antofagasta,1,41995,29404
2024-09-25,Tablet X,Tecnología,Santiago,2,300990,202979
2024-09-25,Mesa Centro,Muebles,Antofagasta,2,96880,70220
2024-09-25,Polera Básica,Ropa,Valparaíso,3,13586,9161
2024-09-25,Lavadora L,Electrohogar,Concepción,3,184059,146708
2024-09-25,Smartphone Z,Tecnología,Valparaíso,2,330002,205755
2024-09-25,Microondas M,Electrohogar,Valparaíso,2,160580,104339
2024-09-25,Jeans Slim,Ropa,Concepción,3,19201,13596
2024-09-25,Silla Comer,Bebés,Concepción,2,50361,40226
2024-09-25,Refrigerador Y,Electrohogar,La Serena,2,188269,120091
2024-09-25,Zapatillas Run,Deportes,Santiago,1,68568,50947
2024-09-25,Lavadora L,Electrohogar,Concepción,1,146748,117244
2024-09-25,Refrigerador Y,Electrohogar,Valparaíso,3,170153,113758
2024-09-26,Balón Fútbol,Deportes,Concepción,1,66184,40281
2024-09-26,Refrigerador Y,Electrohogar,Valparaíso,2,186744,135897
2024-09-26,Microondas M,Electrohogar,Valparaíso,3,143313,105171
2024-09-26,Lavadora L,Electrohogar,Santiago,3,135421,100184
2024-09-26,Balón Fútbol,Deportes,Antofagasta,2,72750,46269
2024-09-26,Microondas M,Electrohogar,Antofagasta,3,154126,110816
2024-09-26,Silla Comer,Bebés,La Serena,3,45272,34103
2024-09-26,Pañales XL,Bebés,Concepción,1,36007,24619
2024-09-26,Lavadora L,Electrohogar,La Serena,3,194101,124900
2024-09-26,Mesa Centro,Muebles,Valparaíso,2,81157,63925
2024-09-26,Polera Básica,Ropa,Antofagasta,1,15674,10336
2024-09-27,Tablet X,Tecnología,Santiago,1,329944,219196
2024-09-27,Notebook A,Tecnología,Antofagasta,2,372619,247391
2024-09-27,Pañales XL,Bebés,La Serena,3,47836,34050
2024-09-27,Smartphone Z,Tecnología,Concepción,3,380723,272411
2024-09-27,Notebook B,Tecnología,Antofagasta,1,353877,266419
2024-09-27,Smartphone Z,Tecnología,Santiago,1,362395,229021
2024-09-27,Refrigerador Y,Electrohogar,La Serena,3,156842,119280
2024-09-27,Pañales XL,Bebés,Concepción,1,46346,35012
2024-09-27,Smartphone Z,Tecnología,Valparaíso,3,359963,238308
2024-09-27,Coche Bebé,Bebés,Concepción,1,48573,35211
2024-09-27,Silla Gamer,Muebles,La Serena,3,107454,81654
2024-09-27,Zapatillas Run,Deportes,Concepción,3,66974,49022
2024-09-27,Mesa Centro,Muebles,Santiago,3,91052,55502
2024-09-28,Smartphone Z,Tecnología,Concepción,1,378995,301408
2024-09-28,Microondas M,Electrohogar,La Serena,1,168274,104961
2024-09-28,Microondas M,Electrohogar,Concepción,1,193214,116557
2024-09-28,Zapatillas Run,Deportes,La Serena,1,70810,45362
2024-09-28,Chaqueta Invierno,Ropa,Santiago,3,14032,11035
2024-09-28,Bicicleta MTB,Deportes,Santiago,1,54760,34451
2024-09-28,Bicicleta MTB,Deportes,Valparaíso,3,77074,56340
2024-09-28,Bicicleta MTB,Deportes,Valparaíso,2,70815,52583
2024-09-28,Coche Bebé,Bebés,Antofagasta,1,50073,33984
2024-09-28,Refrigerador Y,Electrohogar,Concepción,2,152043,119828
2024-09-28,Smartphone Z,Tecnología,Antofagasta,1,326380,219006
2024-09-28,Chaqueta Invierno,Ropa,Santiago,2,14209,10768
2024-09-28,Refrigerador Y,Electrohogar,Concepción,1,186967,139815
2024-09-28,Balón Fútbol,Deportes,Santiago,1,69347,46149
2024-09-28,Chaqueta Invierno,Ropa,Santiago,2,16828,11043
2024-09-28,Balón Fútbol,Deportes,La Serena,2,76143,59810
2024-09-29,Jeans Slim,Ropa,Santiago,3,16926,10740
2024-09-29,Notebook A,Tecnología,Valparaíso,2,314431,250300
2024-09-29,Microondas M,Electrohogar,La Serena,3,184854,134645
2024-09-29,Jeans Slim,Ropa,Antofagasta,1,18588,13975
2024-09-29,Zapatillas Run,Deportes,Valparaíso,3,65936,49773
2024-09-29,Notebook B,Tecnología,Concepción,3,285554,193313
2024-09-29,Lavadora L,Electrohogar,Valparaíso,3,179224,137859
2024-09-29,Notebook B,Tecnología,Antofagasta,2,319459,209700
2024-09-30,Smartphone Z,Tecnología,La Serena,2,381530,301177
2024-09-30,Silla Comer,Bebés,Antofagasta,2,40205,25434
2024-09-30,Bicicleta MTB,Deportes,La Serena,1,61597,44478
2024-09-30,Balón Fútbol,Deportes,Concepción,3,64590,43967
2024-09-30,Chaqueta Invierno,Ropa,La Serena,1,16729,12850
2024-09-30,Pañales XL,Bebés,Santiago,3,36190,28642
2024-09-30,Refrigerador Y,Electrohogar,Santiago,2,177287,120376
2024-10-01,Notebook B,Tecnología,Valparaíso,2,347560,222264
2024-10-01,Smartphone Z,Tecnología,La Serena,2,275927,183141
2024-10-01,Lavadora L,Electrohogar,Concepción,1,142132,98368
2024-10-01,Smartphone Z,Tecnología,La Serena,3,350388,271827
2024-10-01,Zapatillas Run,Deportes,Concepción,3,68037,49734
2024-10-01,Polera Básica,Ropa,Antofagasta,2,14368,9256
2024-10-01,Zapatillas Run,Deportes,Santiago,2,62600,41241
2024-10-01,Silla Comer,Bebés,La Serena,1,45882,32595
2024-10-01,Silla Gamer,Muebles,Concepción,1,109686,81642
2024-10-01,Jeans Slim,Ropa,Antofagasta,1,19023,13546
2024-10-01,Notebook A,Tecnología,Antofagasta,3,347652,209931
2024-10-01,Microondas M,Electrohogar,Antofagasta,2,174951,108075
2024-10-01,Balón Fútbol,Deportes,La Serena,3,56051,40369
2024-10-01,Mesa Centro,Muebles,La Serena,2,91527,68443
2024-10-01,Silla Comer,Bebés,Santiago,3,39830,29889
2024-10-02,Refrigerador Y,Electrohogar,La Serena,2,168482,105088
2024-10-02,Escritorio Pro,Muebles,Concepción,3,99417,70238
2024-10-02,Silla Comer,Bebés,La Serena,3,40954,25254
2024-10-02,Silla Gamer,Muebles,Antofagasta,2,87793,64596
2024-10-02,Smartphone Z,Tecnología,Antofagasta,1,367141,233968
2024-10-02,Lavadora L,Electrohogar,Antofagasta,2,150799,104335
2024-10-02,Lavadora L,Electrohogar,Santiago,1,145794,98889
2024-10-02,Bicicleta MTB,Deportes,La Serena,2,61476,40309
2024-10-02,Polera Básica,Ropa,Concepción,2,15970,11976
2024-10-03,Pañales XL,Bebés,Santiago,1,41996,33308
2024-10-03,Silla Gamer,Muebles,Concepción,2,83945,51795
2024-10-03,Chaqueta Invierno,Ropa,La Serena,1,17459,12712
2024-10-03,Balón Fútbol,Deportes,La Serena,2,54926,39083
2024-10-03,Balón Fútbol,Deportes,Santiago,3,71113,46031
2024-10-03,Mesa Centro,Muebles,Santiago,1,96072,62354
2024-10-03,Tablet X,Tecnología,La Serena,3,350317,227894
2024-10-03,Escritorio Pro,Muebles,Concepción,2,87416,62519
2024-10-03,Bicicleta MTB,Deportes,La Serena,2,70571,55184
2024-10-03,Bicicleta MTB,Deportes,Concepción,2,70626,47862
2024-10-04,Escritorio Pro,Muebles,Antofagasta,3,97169,65002
2024-10-04,Zapatillas Run,Deportes,Antofagasta,3,72078,47044
2024-10-04,Pañales XL,Bebés,Valparaíso,2,47623,35402
2024-10-04,Microondas M,Electrohogar,Valparaíso,3,173097,113019
2024-10-04,Microondas M,Electrohogar,Valparaíso,3,184404,145361
2024-10-04,Bicicleta MTB,Deportes,La Serena,3,54294,38841
2024-10-04,Polera Básica,Ropa,Santiago,1,18980,13971
2024-10-04,Balón Fútbol,Deportes,La Serena,1,68056,49885
2024-10-04,Pañales XL,Bebés,La Serena,2,51687,34324
2024-10-04,Tablet X,Tecnología,Antofagasta,2,316496,197705
2024-10-04,Balón Fútbol,Deportes,La Serena,2,64496,42243
2024-10-04,Balón Fútbol,Deportes,Concepción,2,63601,46968
2024-10-04,Tablet X,Tecnología,La Serena,1,344244,208590
2024-10-05,Polera Básica,Ropa,La Serena,3,13995,10517
2024-10-05,Lavadora L,Electrohogar,Antofagasta,2,137478,86271
2024-10-05,Bicicleta MTB,Deportes,La Serena,2,66419,42484
2024-10-05,Bicicleta MTB,Deportes,Concepción,3,72941,52063
2024-10-05,Notebook A,Tecnología,La Serena,1,388551,261994
2024-10-05,Jeans Slim,Ropa,Antofagasta,3,13874,9431
2024-10-05,Mesa Centro,Muebles,Santiago,3,82547,51655
2024-10-05,Zapatillas Run,Deportes,La Serena,2,66995,43297
2024-10-05,Balón Fútbol,Deportes,Antofagasta,2,54972,34167
2024-10-05,Coche Bebé,Bebés,Santiago,1,39898,30386
2024-10-05,Chaqueta Invierno,Ropa,Concepción,2,18203,11587
2024-10-05,Jeans Slim,Ropa,La Serena,3,17651,10838
2024-10-05,Notebook B,Tecnología,Concepción,1,337598,269142
2024-10-05,Notebook A,Tecnología,Concepción,1,363021,286303
2024-10-05,Notebook B,Tecnología,Santiago,2,275331,182784
2024-10-05,Bicicleta MTB,Deportes,Concepción,2,61514,43787
2024-10-06,Silla Gamer,Muebles,Antofagasta,3,82862,54448
2024-10-06,Coche Bebé,Bebés,Santiago,1,51136,36668
2024-10-06,Lavadora L,Electrohogar,Concepción,2,149337,118653
2024-10-06,Chaqueta Invierno,Ropa,La Serena,2,14962,9623
2024-10-06,Escritorio Pro,Muebles,La Serena,1,91335,71170
2024-10-06,Jeans Slim,Ropa,Santiago,3,17076,12579
2024-10-07,Mesa Centro,Muebles,Antofagasta,1,102603,73257
2024-10-07,Tablet X,Tecnología,Antofagasta,2,340522,262977
2024-10-07,Bicicleta MTB,Deportes,Concepción,2,69465,41770
2024-10-07,Bicicleta MTB,Deportes,Valparaíso,1,74120,48428
2024-10-07,Coche Bebé,Bebés,La Serena,3,49326,31157
2024-10-07,Pañales XL,Bebés,La Serena,3,36148,26071
2024-10-07,Refrigerador Y,Electrohogar,Santiago,2,155364,121512
2024-10-07,Polera Básica,Ropa,La Serena,1,18578,12926
2024-10-07,Silla Gamer,Muebles,Santiago,2,90186,58115
2024-10-07,Escritorio Pro,Muebles,Concepción,2,102619,65933
2024-10-08,Lavadora L,Electrohogar,Santiago,1,170416,118702
2024-10-08,Chaqueta Invierno,Ropa,Antofagasta,1,16459,10257
2024-10-08,Smartphone Z,Tecnología,Santiago,3,362790,222358
2024-10-08,Notebook A,Tecnología,Santiago,2,294366,218445
2024-10-08,Coche Bebé,Bebés,Valparaíso,3,42053,31485
2024-10-08,Smartphone Z,Tecnología,Concepción,2,366639,266735
2024-10-08,Refrigerador Y,Electrohogar,Concepción,2,153963,107089
2024-10-08,Silla Gamer,Muebles,Antofagasta,2,100214,67438
2024-10-09,Balón Fútbol,Deportes,La Serena,1,56569,37104
2024-10-09,Refrigerador Y,Electrohogar,Santiago,2,135005,84986
2024-10-09,Bicicleta MTB,Deportes,Antofagasta,3,75442,48366
2024-10-09,Notebook B,Tecnología,Concepción,2,387713,272653
2024-10-09,Silla Gamer,Muebles,La Serena,2,84774,56493
2024-10-09,Silla Gamer,Muebles,Santiago,3,115593,72576
2024-10-09,Smartphone Z,Tecnología,Santiago,1,357846,262458
2024-10-09,Coche Bebé,Bebés,La Serena,2,39892,29965
2024-10-09,Microondas M,Electrohogar,Antofagasta,3,160937,123010
2024-10-09,Zapatillas Run,Deportes,Antofagasta,3,76113,53927
2024-10-09,Jeans Slim,Ropa,Concepción,3,17105,10497
2024-10-09,Zapatillas Run,Deportes,Valparaíso,1,62565,38903
2024-10-10,Notebook A,Tecnología,La Serena,2,358170,235768
2024-10-10,Tablet X,Tecnología,Antofagasta,3,365137,257795
2024-10-10,Pañales XL,Bebés,Concepción,3,42634,29042
2024-10-10,Silla Gamer,Muebles,Valparaíso,1,96564,68003
2024-10-10,Microondas M,Electrohogar,Valparaíso,1,176174,131929
2024-10-10,Refrigerador Y,Electrohogar,Concepción,1,173458,129016
2024-10-10,Pañales XL,Bebés,Valparaíso,2,50947,35973
2024-10-10,Pañales XL,Bebés,Valparaíso,1,49822,32684
2024-10-11,Bicicleta MTB,Deportes,Valparaíso,3,59493,45092
2024-10-11,Escritorio Pro,Muebles,Antofagasta,1,116684,75535
2024-10-11,Notebook B,Tecnología,Valparaíso,3,339933,213039
2024-10-11,Mesa Centro,Muebles,Concepción,3,92166,69060
2024-10-11,Pañales XL,Bebés,La Serena,3,45966,28284
2024-10-11,Polera Básica,Ropa,La Serena,3,18006,12328
2024-10-11,Chaqueta Invierno,Ropa,Concepción,2,16336,10193
2024-10-11,Coche Bebé,Bebés,Valparaíso,1,49182,37108
2024-10-11,Silla Comer,Bebés,Antofagasta,2,43113,32721
2024-10-11,Bicicleta MTB,Deportes,Antofagasta,2,55469,43449
2024-10-11,Notebook B,Tecnología,Santiago,1,382108,288846
2024-10-11,Jeans Slim,Ropa,Santiago,2,15598,12219
2024-10-12,Escritorio Pro,Muebles,Valparaíso,1,107716,69180
2024-10-12,Balón Fútbol,Deportes,Valparaíso,3,59958,42393
2024-10-12,Silla Gamer,Muebles,La Serena,3,81758,62884
2024-10-12,Zapatillas Run,Deportes,Santiago,2,63369,45834
2024-10-12,Zapatillas Run,Deportes,Santiago,3,72300,49643
2024-10-12,Pañales XL,Bebés,Concepción,1,41983,30360
